DATE_TIME_STAMP_Begin,DATE_TIME_STAMP_End,EVENT_ROW_ID_Begin,EVENT_ROW_ID_End,FO_ROW_ID,ResTk,USER_ID_Begin,USER_ID_End,WBS
2022-11-03 22:15:01,2022-11-04 02:14:30,946288546,946325838,10907,N/a,derudd92,derudd92,39320/36502
2022-11-03 08:29:44,2022-11-04 02:44:43,946062134,946330412,21339,4167365,verstr99,irutha45,31199/00650
2022-11-04 05:06:32,2022-11-04 05:42:13,946344009,946351625,10907,N/a,vrebos45,vrebos45,39320/36502
2022-11-04 03:43:25,2022-11-04 05:43:06,946338100,946351792,20579,N/a,derudd92,derudd92,39320/36502
2022-11-03 11:15:39,2022-11-04 05:54:26,946106960,946353886,24652,4167532,mingar54,irutha45,32099/01821
2022-11-04 03:09:35,2022-11-04 06:31:04,946335262,946357450,5443,N/a,konecn85,sainch77,98300/00615
2022-11-04 05:57:22,2022-11-04 07:07:40,946354328,946364787,4926,4156332,redants,redants,31029/01811
2022-11-03 23:06:03,2022-11-04 07:37:51,946297566,946370330,10206,4167466,hofman72,willem81,31199/30117
2022-11-03 15:49:22,2022-11-04 08:13:51,946190786,946378386,16866,4168003,homkar65,vdveld25,30990/32063
2022-11-04 06:34:52,2022-11-04 08:16:52,946358352,946378672,20579,N/a,sainch77,sainch77,39320/36502
2022-11-04 07:54:47,2022-11-04 08:24:12,946374903,946379308,4926,4166516,beirnaer,beirnaer,32299/00013
2022-11-04 07:10:07,2022-11-04 08:54:32,946365502,946382692,14921,N/a,gade18,gade18,39320/36502
2022-11-04 08:14:12,2022-11-04 09:54:43,946378481,946395183,13810,4158402,lecocq91,lecocq91,31199/30079
2022-11-04 08:14:21,2022-11-04 09:54:52,946378498,946395221,13809,4158401,lecocq91,lecocq91,31199/30079
2022-11-04 08:09:10,2022-11-04 09:54:57,946377505,946395258,10907,4167620,vrancken,iraci88,37092/02172
2022-11-04 08:24:16,2022-11-04 10:02:24,946379310,946397992,4926,4166516,beirnaer,beirnaer,32299/00013
2022-11-04 08:35:51,2022-11-04 10:29:40,946381035,946404453,20568,N/a,sainch77,sainch77,39320/36502
2022-11-04 07:10:13,2022-11-04 11:03:35,946365546,946411186,4806,4167272,dara85,dara85,31499/00379
2022-11-04 09:28:54,2022-11-04 11:06:31,946389820,946411875,16067,4167776,soulie26,soulie26,43900/02205
2022-11-04 10:03:02,2022-11-04 11:11:20,946398145,946413552,21486,4167938,ghosh40,ghosh40,98500/01852
2022-11-04 10:33:04,2022-11-04 11:14:46,946405216,946414029,5623,N/a,redants,redants,98300/01618
2022-11-04 09:28:13,2022-11-04 11:32:42,946389752,946417947,7554,4167740,naqvi66,sun57,31199/01988
2022-11-04 08:30:38,2022-11-04 11:53:49,946380085,946422066,20579,N/a,mander15,sainch77,39320/36502
2022-11-04 11:21:04,2022-11-04 12:01:34,946415615,946423886,21486,4167370,segers56,wysock13,97401/00942
2022-11-04 09:43:27,2022-11-04 12:19:48,946393585,946431747,8288,4168067,perezl56,perezl56,31499/01838
2022-11-04 10:38:10,2022-11-04 12:29:01,946406254,946433085,10087,4168262,vdweeg61,vdweeg61,32299/00352
2022-11-04 11:02:17,2022-11-04 12:32:03,946410953,946433693,14921,N/a,casill80,gade18,39320/36502
2022-11-04 10:34:40,2022-11-04 12:32:20,946405560,946433788,20568,N/a,gade18,gade18,39320/36502
2022-11-04 10:20:24,2022-11-04 12:50:34,946401981,946440085,4926,4167305,janard53,beirnaer,00999/00505
2022-11-04 11:36:21,2022-11-04 13:15:32,946418995,946443223,19200,4168199,marneffe,marneffe,31199/01956
2022-11-04 07:10:24,2022-11-04 13:33:50,946365611,946447285,1073,4168022,vdweeg61,ceulem72,32099/01506
2022-11-04 12:50:46,2022-11-04 13:37:28,946440109,946447923,4926,4166516,beirnaer,beirnaer,32299/00013
2022-11-04 12:34:18,2022-11-04 13:37:35,946435828,946447932,3884,4166207,hendri21,hendri21,97406/01185
2022-11-04 11:54:09,2022-11-04 13:48:04,946422146,946450646,20579,N/a,sainch77,sainch77,39320/36502
2022-11-04 11:32:55,2022-11-04 13:53:49,946417982,946452741,7554,4167658,sun57,sun57,30990/32063
2022-11-04 09:10:45,2022-11-04 13:54:11,946386265,946452799,9290,4167955,guerrera,guerrera,32299/00716
2022-11-04 11:12:06,2022-11-04 13:54:39,946413594,946452919,5635,4167959,guerrera,guerrera,32299/00716
2022-11-04 10:08:39,2022-11-04 14:06:55,946399416,946460090,10907,N/a,michal78,michal78,39320/36502
2022-11-04 11:24:33,2022-11-04 14:41:36,946416260,946468946,5463,4167909,vanpuym,catrysse,31012/01649
2022-11-04 15:03:53,2022-11-04 15:21:00,946474975,946478784,7694,4168201,ledain47,ledain47,98601/01062
2022-11-04 14:08:25,2022-11-04 15:33:59,946460437,946483184,3884,4168162,villal56,villal56,41603/49500
2022-11-04 10:04:05,2022-11-04 15:54:43,946398528,946489245,7191,4168172,mauric47,mauric47,39421/01221
2022-11-04 14:03:19,2022-11-04 16:18:11,946458810,946496177,3830,4166183,krishn87,krishn87,31199/01513
2022-11-04 14:59:02,2022-11-04 16:20:58,946473533,946497430,4926,N/a,claeseng,claeseng,37093/02175
